viallabel	sex	group	key.anirandgroup	intervention	sacrificetime
90576013105	female	2w	Two-week program	training	2w
90576013106	female	2w	Two-week program	training	2w
90576013107	female	2w	Two-week program	training	2w
90576013108	female	2w	Two-week program	training	2w
90576013109	female	2w	Two-week program	training	2w
90576013110	female	2w	Two-week program	training	2w
90576013111	female	2w	Two-week program	training	2w
90576015202	female	2w	Two-week program	training	2w
90576015203	female	2w	Two-week program	training	2w
90576015204	female	2w	Two-week program	training	2w
90576015205	female	2w	Two-week program	training	2w
90576015206	female	2w	Two-week program	training	2w
90576015207	female	2w	Two-week program	training	2w
90576015208	female	2w	Two-week program	training	2w
90576015209	female	2w	Two-week program	training	2w
90576015210	female	2w	Two-week program	training	2w
90576015302	female	2w	Two-week program	training	2w
90576015303	female	2w	Two-week program	training	2w
90576015304	female	2w	Two-week program	training	2w
90576015305	female	2w	Two-week program	training	2w
90576015306	female	2w	Two-week program	training	2w
90576015402	female	2w	Two-week program	training	2w
90576015403	female	2w	Two-week program	training	2w
90576015503	female	2w	Two-week program	training	2w
90576015504	female	2w	Two-week program	training	2w
90576015505	female	2w	Two-week program	training	2w
90576015507	female	2w	Two-week program	training	2w
90576015508	female	2w	Two-week program	training	2w
90576015509	female	2w	Two-week program	training	2w
90576015510	female	2w	Two-week program	training	2w
90576015511	female	2w	Two-week program	training	2w
90576015512	female	2w	Two-week program	training	2w
90576015514	female	2w	Two-week program	training	2w
90576015515	female	2w	Two-week program	training	2w
90576015516	female	2w	Two-week program	training	2w
90576015603	female	2w	Two-week program	training	2w
90576015604	female	2w	Two-week program	training	2w
90576015605	female	2w	Two-week program	training	2w
90576015606	female	2w	Two-week program	training	2w
90576015802	female	2w	Two-week program	training	2w
90576015803	female	2w	Two-week program	training	2w
90576015804	female	2w	Two-week program	training	2w
90576015805	female	2w	Two-week program	training	2w
90576015806	female	2w	Two-week program	training	2w
90576015807	female	2w	Two-week program	training	2w
90576015808	female	2w	Two-week program	training	2w
90576015809	female	2w	Two-week program	training	2w
90576015810	female	2w	Two-week program	training	2w
90576015811	female	2w	Two-week program	training	2w
90576015812	female	2w	Two-week program	training	2w
90576015902	female	2w	Two-week program	training	2w
90576015903	female	2w	Two-week program	training	2w
90576015904	female	2w	Two-week program	training	2w
90576015905	female	2w	Two-week program	training	2w
90576015906	female	2w	Two-week program	training	2w
90576015907	female	2w	Two-week program	training	2w
90576015908	female	2w	Two-week program	training	2w
90576015909	female	2w	Two-week program	training	2w
90576015910	female	2w	Two-week program	training	2w
90576015911	female	2w	Two-week program	training	2w
90576016002	female	2w	Two-week program	training	2w
90576016003	female	2w	Two-week program	training	2w
90576016004	female	2w	Two-week program	training	2w
90576016102	female	2w	Two-week program	training	2w
90576016103	female	2w	Two-week program	training	2w
90576016104	female	2w	Two-week program	training	2w
90576016105	female	2w	Two-week program	training	2w
90576016202	female	2w	Two-week program	training	2w
90576016203	female	2w	Two-week program	training	2w
90576016204	female	2w	Two-week program	training	2w
90576016205	female	2w	Two-week program	training	2w
90576016402	female	2w	Two-week program	training	2w
90576016403	female	2w	Two-week program	training	2w
90576016404	female	2w	Two-week program	training	2w
90576016405	female	2w	Two-week program	training	2w
90576016502	female	2w	Two-week program	training	2w
90576016503	female	2w	Two-week program	training	2w
90576016504	female	2w	Two-week program	training	2w
90576016602	female	2w	Two-week program	training	2w
90576016603	female	2w	Two-week program	training	2w
90576016604	female	2w	Two-week program	training	2w
90576016605	female	2w	Two-week program	training	2w
90576016606	female	2w	Two-week program	training	2w
90576016607	female	2w	Two-week program	training	2w
90576016608	female	2w	Two-week program	training	2w
90576016609	female	2w	Two-week program	training	2w
90576016610	female	2w	Two-week program	training	2w
90576016611	female	2w	Two-week program	training	2w
90576016702	female	2w	Two-week program	training	2w
90576016703	female	2w	Two-week program	training	2w
90576016704	female	2w	Two-week program	training	2w
90576016705	female	2w	Two-week program	training	2w
90576016803	female	2w	Two-week program	training	2w
90576016804	female	2w	Two-week program	training	2w
90576016805	female	2w	Two-week program	training	2w
90576016806	female	2w	Two-week program	training	2w
90576016807	female	2w	Two-week program	training	2w
90576016808	female	2w	Two-week program	training	2w
90576016809	female	2w	Two-week program	training	2w
90576016810	female	2w	Two-week program	training	2w
90576016811	female	2w	Two-week program	training	2w
90576016812	female	2w	Two-week program	training	2w
90576016813	female	2w	Two-week program	training	2w
90576016902	female	2w	Two-week program	training	2w
90576016903	female	2w	Two-week program	training	2w
90576016904	female	2w	Two-week program	training	2w
90576016905	female	2w	Two-week program	training	2w
90576016906	female	2w	Two-week program	training	2w
90576016907	female	2w	Two-week program	training	2w
90576016908	female	2w	Two-week program	training	2w
90576016909	female	2w	Two-week program	training	2w
90576017003	female	2w	Two-week program	training	2w
90576017004	female	2w	Two-week program	training	2w
90576017005	female	2w	Two-week program	training	2w
90576017006	female	2w	Two-week program	training	2w
90576017007	female	2w	Two-week program	training	2w
90576017008	female	2w	Two-week program	training	2w
90576017009	female	2w	Two-week program	training	2w
90576017010	female	2w	Two-week program	training	2w
90576017011	female	2w	Two-week program	training	2w
90576017012	female	2w	Two-week program	training	2w
90576017013	female	2w	Two-week program	training	2w
90576017014	female	2w	Two-week program	training	2w
90576017702	female	2w	Two-week program	training	2w
90577013104	female	2w	Two-week program	training	2w
90578013001	female	2w	Two-week program	training	2w
90578013104	female	2w	Two-week program	training	2w
90578013105	female	2w	Two-week program	training	2w
90578013106	female	2w	Two-week program	training	2w
90578013107	female	2w	Two-week program	training	2w
90578013108	female	2w	Two-week program	training	2w
90578013110	female	2w	Two-week program	training	2w
90578013111	female	2w	Two-week program	training	2w
90578015202	female	2w	Two-week program	training	2w
90578015203	female	2w	Two-week program	training	2w
90578015204	female	2w	Two-week program	training	2w
90578015205	female	2w	Two-week program	training	2w
90578015206	female	2w	Two-week program	training	2w
90578015207	female	2w	Two-week program	training	2w
90578015208	female	2w	Two-week program	training	2w
90578015210	female	2w	Two-week program	training	2w
90578015302	female	2w	Two-week program	training	2w
90578015303	female	2w	Two-week program	training	2w
90578015304	female	2w	Two-week program	training	2w
90578015305	female	2w	Two-week program	training	2w
90578015402	female	2w	Two-week program	training	2w
90578015403	female	2w	Two-week program	training	2w
90578015404	female	2w	Two-week program	training	2w
90578015503	female	2w	Two-week program	training	2w
90578015504	female	2w	Two-week program	training	2w
90578015505	female	2w	Two-week program	training	2w
90578015507	female	2w	Two-week program	training	2w
90578015508	female	2w	Two-week program	training	2w
90578015509	female	2w	Two-week program	training	2w
90578015510	female	2w	Two-week program	training	2w
90578015511	female	2w	Two-week program	training	2w
90578015512	female	2w	Two-week program	training	2w
90578015514	female	2w	Two-week program	training	2w
90578015516	female	2w	Two-week program	training	2w
90578015603	female	2w	Two-week program	training	2w
90578015604	female	2w	Two-week program	training	2w
90578015605	female	2w	Two-week program	training	2w
90578015802	female	2w	Two-week program	training	2w
90578015803	female	2w	Two-week program	training	2w
90578015804	female	2w	Two-week program	training	2w
90578015805	female	2w	Two-week program	training	2w
90578015806	female	2w	Two-week program	training	2w
90578015807	female	2w	Two-week program	training	2w
90578015808	female	2w	Two-week program	training	2w
90578015809	female	2w	Two-week program	training	2w
90578015810	female	2w	Two-week program	training	2w
90578015812	female	2w	Two-week program	training	2w
90578015902	female	2w	Two-week program	training	2w
90578015903	female	2w	Two-week program	training	2w
90578015904	female	2w	Two-week program	training	2w
90578015905	female	2w	Two-week program	training	2w
90578015906	female	2w	Two-week program	training	2w
90578015907	female	2w	Two-week program	training	2w
90578015908	female	2w	Two-week program	training	2w
90578015909	female	2w	Two-week program	training	2w
90578015911	female	2w	Two-week program	training	2w
90578016002	female	2w	Two-week program	training	2w
90578016003	female	2w	Two-week program	training	2w
90578016004	female	2w	Two-week program	training	2w
90578016005	female	2w	Two-week program	training	2w
90578016102	female	2w	Two-week program	training	2w
90578016103	female	2w	Two-week program	training	2w
90578016104	female	2w	Two-week program	training	2w
90578016202	female	2w	Two-week program	training	2w
90578016203	female	2w	Two-week program	training	2w
90578016204	female	2w	Two-week program	training	2w
90578016402	female	2w	Two-week program	training	2w
90578016403	female	2w	Two-week program	training	2w
90578016404	female	2w	Two-week program	training	2w
90578016502	female	2w	Two-week program	training	2w
90578016503	female	2w	Two-week program	training	2w
90578016504	female	2w	Two-week program	training	2w
90578016602	female	2w	Two-week program	training	2w
90578016603	female	2w	Two-week program	training	2w
90578016604	female	2w	Two-week program	training	2w
90578016605	female	2w	Two-week program	training	2w
90578016606	female	2w	Two-week program	training	2w
90578016607	female	2w	Two-week program	training	2w
90578016608	female	2w	Two-week program	training	2w
90578016609	female	2w	Two-week program	training	2w
90578016611	female	2w	Two-week program	training	2w
90578016702	female	2w	Two-week program	training	2w
90578016703	female	2w	Two-week program	training	2w
90578016704	female	2w	Two-week program	training	2w
90578016803	female	2w	Two-week program	training	2w
90578016804	female	2w	Two-week program	training	2w
90578016805	female	2w	Two-week program	training	2w
90578016806	female	2w	Two-week program	training	2w
90578016807	female	2w	Two-week program	training	2w
90578016808	female	2w	Two-week program	training	2w
90578016809	female	2w	Two-week program	training	2w
90578016810	female	2w	Two-week program	training	2w
90578016811	female	2w	Two-week program	training	2w
90578016813	female	2w	Two-week program	training	2w
90578016902	female	2w	Two-week program	training	2w
90578016903	female	2w	Two-week program	training	2w
90578016904	female	2w	Two-week program	training	2w
90578016905	female	2w	Two-week program	training	2w
90578016906	female	2w	Two-week program	training	2w
90578016907	female	2w	Two-week program	training	2w
90578016908	female	2w	Two-week program	training	2w
